rep_id,conference_total_01,conference_total_02,conference_total_03,conference_total_04,conference_total_05,conference_total_06,conference_total_07,conference_total_08,conference_total_09,conference_total_10,conference_total_11,conference_total_12,email_open_total_01,email_open_total_02,email_open_total_03,email_open_total_04,email_open_total_05,email_open_total_06,email_open_total_07,email_open_total_08,email_open_total_09,email_open_total_10,email_open_total_11,email_open_total_12,f2f_total_01,f2f_total_02,f2f_total_03,f2f_total_04,f2f_total_05,f2f_total_06,f2f_total_07,f2f_total_08,f2f_total_09,f2f_total_10,f2f_total_11,f2f_total_12,webinar_total_01,webinar_total_02,webinar_total_03,webinar_total_04,webinar_total_05,webinar_total_06,webinar_total_07,webinar_total_08,webinar_total_09,webinar_total_10,webinar_total_11,webinar_total_12,is_cardiologist,is_gp,years_since_graduation,gender_female,gender_male,hospital,office,prescription_total
141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,1.0,0.0,0.0,1.0,10
147,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,1,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1.0,0.0,1.0,0.0,5
185,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,2,1,3,1,1,0,0,1,0,1,2,2,1,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.0,0.0,0.0,1.0,2
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,1,1,3,3,2,2,2,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1.0,0.0,0.0,1.0,2
145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,1,1,1,4,3,3,1,0,0,1,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,1
145,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,2,3,4,0,1,2,6,6,6,5,6,4,4,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1.0,0.0,0.0,1.0,0
130,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,3,3,3,0,0,0,1,3,3,4,2,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1.0,0.0,1.0,0.0,2
207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,1,0,2,1,0,5,6,5,6,5,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,1.0,0.0,1.0,2
207,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,5,0,0,5,6,6,7,6,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,1.0,0.0,1.0,2
130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,1,0,1,1,2,3,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1.0,0.0,0.0,1.0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,1,3,0,2,1,8,6,7,6,6,4,5,3,4,3,5,0,0,0,0,1,2,3,2,1,0,0,0,0,1,0,53,1.0,0.0,0.0,1.0,4
130,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,2,0,2,6,3,0,2,1,2,2,3,4,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,8
207,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,1,2,1,2,5,4,4,5,5,4,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,1.0,0.0,1.0,4
213,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,2,0,0,2,0,1,6,4,6,6,6,4,5,4,5,4,4,0,0,0,1,2,3,2,1,0,0,0,0,0,1,0,17,1.0,0.0,1.0,0.0,11
207,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,2,0,4,0,2,2,1,2,3,4,5,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0.0,1.0,0.0,1.0,4
207,0,0,0,0,0,1,1,1,0,1,0,0,3,3,2,0,0,1,2,2,0,1,1,2,0,1,1,1,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1.0,0.0,0.0,1.0,4
130,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,3,0,4,2,1,1,2,2,3,4,4,3,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,4
207,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,2,1,3,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,3
145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,3,0,1,1,2,3,3,1,0,0,1,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,0.0,0.0,1.0,2
102,0,0,0,0,2,0,0,0,1,0,0,1,3,2,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1.0,0.0,0.0,1.0,0
129,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,0,3,0,2,1,0,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1.0,0.0,0.0,1.0,10
130,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,2,0,2,1,1,2,3,3,3,3,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1.0,0.0,0.0,1.0,4
205,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,2,3,4,2,1,2,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1.0,0.0,0.0,1.0,8
130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,0,3,1,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,1.0,0.0,1.0,2
106,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,0,3,1,2,0,2,3,1,2,2,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1.0,0.0,0.0,1.0,6
130,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,4,1,1,0,1,0,2,2,0,1,2,3,5,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.0,1.0,0.0,1.0,0
130,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,3,1,0,2,0,1,1,1,0,2,2,2,2,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,0.0,0.0,1.0,0
146,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,2,0,4,1,1,2,1,2,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,0.0,0.0,1.0,5
130,1,0,0,1,0,0,0,0,1,0,0,0,1,3,1,0,1,2,2,2,0,1,1,1,1,2,2,4,3,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,1.0,0.0,1.0,2
207,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0,1,1,2,1,1,2,2,4,3,3,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1.0,0.0,0.0,1.0,4
129,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,1,1,2,2,1,0,2,4,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1.0,0.0,0.0,1.0,7
129,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,2,0,4,2,1,1,0,0,1,2,2,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,1.0,0.0,1.0,1
220,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,1,2,8,7,7,5,6,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,1.0,0.0,0.0,1.0,9
173,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,1,1,2,2,3,7,10,11,15,12,11,9,10,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,1.0,0.0,0.0,1.0,27
187,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,1,1,1,1,3,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0,1.0,0.0,1.0,5
195,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,0,1,0,3,4,3,3,7,7,7,2,1,3,3,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,27,0.0,1.0,0.0,1.0,1
167,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,1,2,1,1,1,2,2,1,6,4,5,4,3,3,4,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1.0,0.0,0.0,1.0,11
167,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,3,1,0,3,0,8,5,7,5,5,4,4,3,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,1.0,0.0,0.0,1.0,8
167,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,0,2,0,1,1,0,1,2,1,7,6,6,4,3,5,5,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.0,1.0,0.0,1.0,8
167,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,0,1,4,1,2,3,3,2,4,4,6,3,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1.0,0.0,0.0,1.0,2
205,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,0,2,0,2,0,1,2,2,2,1,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1.0,0.0,0.0,1.0,6
203,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,2,2,1,3,1,4,3,4,7,7,8,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0.0,1.0,0.0,1.0,8
187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,2,1,0,3,3,4,4,5,5,4,4,4,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,27,1.0,0.0,0.0,1.0,5
203,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,1,0,4,2,3,1,2,1,0,2,2,3,3,3,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,1.0,0.0,0.0,1.0,1
187,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,3,2,3,4,5,3,2,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,4
187,1,0,0,0,0,1,0,2,0,0,1,0,0,2,1,2,2,1,1,0,0,1,1,0,3,1,2,2,3,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,0.0,0.0,1.0,5
187,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,1,0,1,1,1,2,3,4,4,2,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1.0,0.0,0.0,1.0,2
195,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,4,0,2,0,0,1,2,0,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0.0,1.0,0.0,1.0,1
102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,1.0,0.0,1.0,4
187,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,1.0,0.0,1.0,7
124,0,0,0,0,0,0,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,2,2,4,2,1,0,1,3,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,5
239,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,1,1,1,0,1,1,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,1.0,0.0,0.0,1.0,13
124,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,1,1,1,3,3,1,0,2,3,3,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1.0,0.0,0.0,1.0,7
187,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,1,4,5,6,5,5,6,6,5,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1.0,0.0,0.0,1.0,1
187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,1,0,1,0,4,3,3,2,1,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1.0,0.0,0.0,1.0,2
124,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2,2,0,2,0,3,1,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0,1.0,0.0,1.0,0
187,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,0,2,0,4,3,6,7,8,5,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,2
195,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,3,2,1,7,7,6,7,8,9,6,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1.0,0.0,0.0,1.0,1
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,2,1,4,3,2,3,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0.0,1.0,0.0,1.0,5
187,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,1,1,2,2,2,3,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1.0,0.0,0.0,1.0,1
187,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,2,0,1,1,3,1,1,2,3,3,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,12
217,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,3,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1.0,0.0,0.0,1.0,13
195,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0,1.0,0.0,1.0,7
221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,4,0,0,2,1,2,3,4,5,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1.0,0.0,0.0,1.0,8
172,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,1,0,2,1,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1.0,0.0,0.0,1.0,4
185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,2,0,1,1,0,2,2,2,4,4,3,2,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1.0,0.0,0.0,1.0,0
121,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,2,0,1,2,0,0,1,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1.0,0.0,1.0,0.0,6
163,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,2,0,0,1,0,4,2,1,1,1,3,3,4,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,0.0,0.0,1.0,4
147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,1.0,0.0,1.0,1
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,3,2,1,1,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1.0,0.0,0.0,1.0,2
155,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1.0,0.0,0.0,1.0,3
155,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,0,3,1,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,9
108,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,4,1,2,2,0,0,1,0,1,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1.0,0.0,0.0,1.0,6
117,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,1,0,4,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1.0,0.0,0.0,1.0,0
171,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,2,0,2,3,0,1,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,1.0,1.0,0.0,11
102,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1.0,0.0,0.0,1.0,40
119,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,1,1,3,1,1,2,1,1,1,2,4,4,4,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,1.0,0.0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,1,2,4,3,1,0,3,2,3,2,3,3,3,1,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,1.0,0.0,1.0,2
157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,1,2,3,4,3,2,1,1,2,2,3,4,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,21,0.0,1.0,0.0,1.0,1
177,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,0.0,0.0,1.0,7
147,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,1,1,1,3,3,4,3,2,2,2,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1.0,0.0,0.0,1.0,0
147,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,1,1,0,2,1,2,1,2,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1.0,0.0,0.0,1.0,1
147,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,1,1,1,1,3,1,1,2,3,3,2,2,2,3,4,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,36,1.0,0.0,0.0,1.0,4
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1.0,0.0,0.0,1.0,2
206,0,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,1,1,2,1,2,4,2,4,4,3,4,4,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,1.0,0.0,0.0,1.0,15
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,1,0,1,0,1,3,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1.0,0.0,0.0,1.0,0
180,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,2,1,1,3,2,4,4,5,3,3,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,0.0,1.0,2
117,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,3,1,0,2,1,2,1,1,1,2,1,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,0.0,1.0,3
147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,2,3,4,4,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1.0,0.0,0.0,1.0,1
187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,1,2,1,0,2,3,2,2,3,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,0
142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,1,10,0.0,1.0,0.0,1.0,2
106,1,0,0,0,0,1,0,1,0,0,0,0,3,2,3,1,1,1,2,1,3,0,1,1,2,1,2,1,2,2,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,0.0,1.0,9
153,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,5
113,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,2,0,0,0,1,0,1,2,2,2,3,4,4,2,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,1.0,0.0,3
244,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,0.0,1.0,0
176,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,3,0,2,0,2,1,1,2,1,2,2,3,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,0.0,1.0,1
157,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,2,0,1,1,1,3,2,0,1,1,1,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0,1.0,1.0,0.0,0
101,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,2,0,2,0,0,1,0,0,0,3,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,0.0,0.0,1.0,3
203,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,3,0,2,1,5,6,9,6,7,4,7,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,1.0,0.0,0.0,1.0,28
199,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,1,2,8,7,9,7,5,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1.0,0.0,1.0,0.0,7
178,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,2,0,3,3,0,0,1,1,1,1,1,2,3,2,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,34,0.0,1.0,0.0,1.0,1
205,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,0,0,1,0,1,0,0,4,3,3,1,1,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1.0,0.0,0.0,1.0,11
205,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,2,2,0,1,1,0,0,2,5,6,7,3,3,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1.0,0.0,0.0,1.0,4
205,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,2,1,0,0,1,2,4,3,3,1,1,0,0,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1.0,0.0,0.0,1.0,0
205,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,2,1,1,3,0,3,4,4,2,4,3,3,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1.0,0.0,0.0,1.0,3
205,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,4,1,2,1,0,1,3,2,2,1,1,1,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,31,1.0,0.0,0.0,1.0,2
102,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,4,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1.0,0.0,0.0,1.0,4
192,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,1,1,2,2,1,1,3,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,0.0,0.0,1.0,3
123,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,2,0,2,1,1,2,2,1,0,0,0,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,0.0,0.0,1.0,0
126,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,1,0,0,3,0,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,6
222,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,2,2,2,1,0,8,7,10,9,8,4,3,2,5,6,6,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,48,1.0,0.0,0.0,1.0,25
